,angebot_id,startdate,enddate,laufzeitw_geschl,laufzeitw_alle,oadr_strasse,oadr_koord_lon_epsg4326,oadr_koord_lat_epsg4326,oadr_koord_genauigkeit,oadr_ortsteil,oadr_ortsteil_qual,oadr_plz,oadr_gkz,oadr_ort,oadr_kkz,oadr_kreis,oadr_bl,nachfrageart,nutzungsart,objektart,objekttyp,objekttyp_grob,objekttyp_fein,kosten,kosten_je_flaeche,kstn_nebenkosten,kstn_heizung,kstn_miete_gesamt,flaeche,fl_wohnen,baujahr,etage,anz_zimmer,aus_balkon_terrasse_janein,aus_garten_janein,aus_garten_eigen_janein,aus_lift_janein,aus_heiz_system,aus_kueche_einbau_janein,anz_parken,aus_klassen,oeig_denkmal_janein,zust_klassen,aadr_gewerblich_janein,oadr_koord_distanz,oadr_koord_distanz_sort,kstn_nk_inkl_heizung,aus_bad_mit_fenster_janein,oeig_keller_janein,oeig_neubau_janein,zust_erstbezug_janein,etagen,aus_heiz_befeuerung,zust_renoviert_janein,fl_nutz,zust_neuwertig_janein,kstn_parken_platz_miete,zust_modernisierungsjahr,zust_saniert_janein,anzart_nachmieter_janein,aus_barrierefrei_janein,oeig_wbs_janein,zust_sanierungsbedarf_janein,kueche,lift,nk_inkl_heizung_qm
46,3541876792,2022-11-24,2022-11-29,0.8,0.8,Teutonenstr. 40,8.22556,50.0664,1,Waldstraße,30.0,65187,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1480.0,14.8,330.0,,1810.0,100.0,100.0,1997,0.5,3.0,True,True,False,,,True,1.0,2,,2,,1963,1963,True,True,True,,,3.0,,,,True,100.0,,,,,,,1,0,3.3
47,3541640921,2022-11-22,2022-12-20,3.9,3.9,Karlsbader Platz 6,8.2234,50.07404,1,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1015.35,14.44,212.0,91.42,1393.77,70.32,70.32,2018,2.0,2.5,True,True,,True,0.0,True,1.0,1,False,1,True,1504,1504,,,,,,,,,,,,,,,,,,1,1,4.31
48,3541497163,2022-11-21,2022-12-04,1.9,1.9,Wagemannstr. 32-36,8.24036,50.08364,1,Zentrum (City),30.0,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,835.0,11.28,55.0,,890.0,74.0,74.0,2016,2.0,3.0,True,,,True,0.0,True,,1,False,1,,346,346,True,,True,,,4.0,,,,,,,,,,,,1,1,0.74
49,3541489031,2022-11-21,2022-12-01,1.4,1.4,Oranienstr. 32,8.23736,50.07473,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1042.0,13.5,154.0,152.0,1348.0,77.17,77.17,2022,2.0,2.0,True,,,True,0.0,,1.0,1,False,2,True,729,729,False,,,True,True,3.0,0.0,,,,,,,,,,,0,1,3.97
50,3541487997,2022-11-21,2023-02-09,11.4,11.4,Gerichtsstr. 2b,8.23787,50.07498,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1427.0,14.0,204.0,202.0,1833.0,101.94,101.94,2022,2.0,3.0,True,,,True,0.0,,1.0,1,False,2,True,689,689,False,,,True,True,4.0,0.0,,,,,,,,True,,,0,1,3.98
51,3541487547,2022-11-21,2022-12-22,4.5,4.5,Oranienstr. 32,8.23736,50.07473,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1029.0,13.5,152.0,150.0,1331.0,76.23,76.23,2022,1.0,2.0,True,,,True,0.0,,1.0,1,False,2,True,729,729,False,,,True,True,3.0,0.0,,,,,,,,,,,0,1,3.96
52,3541202244,2022-11-19,2022-11-20,0.2,0.2,Fritz-Kalle-Str. 20,8.24293,50.06495,1,Biebricher Allee,30.0,65187,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,600.0,12.24,88.0,,688.0,49.0,49.0,1993,1.0,1.5,True,,,,0.0,True,,1,,2,,1749,1749,True,,True,,,4.0,,,,,,2021.0,True,,,,,1,0,1.8
53,3541052945,2022-11-18,2022-11-29,1.6,1.6,Jonas-Schmidt-Str. 5,8.24498,50.09585,1,Dambachtal,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1990.0,17.77,450.0,,2440.0,112.0,112.0,2022,2.0,4.0,True,,,True,,True,2.0,2,False,2,True,1705,1705,True,,True,True,True,3.0,0.0,,,,,,,,True,,,1,1,4.02
54,3540562606,2022-11-15,2023-02-05,11.7,11.7,Herrnmühlgasse 5b,8.24419,50.08306,1,Zentrum (City),30.0,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1650.0,14.01,400.0,,2050.0,117.77,117.77,2018,,3.0,True,,,,0.0,True,1.0,1,False,2,True,320,320,True,,,,,,,,,True,120.0,,,,,,,1,0,3.4
55,3540218400,2022-11-13,2023-03-04,15.9,15.9,Augustastr. 8,8.25011,50.07488,80,Lessingstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,2400.0,22.14,250.0,,2650.0,108.4,108.4,2022,0.0,3.0,True,True,,True,,True,1.0,1,False,2,,880,920,True,,True,True,True,5.0,,,,,120.0,,,,True,,,1,1,2.31
56,3540113995,2022-11-12,2022-11-23,1.6,1.6,Franklin-Roosevelt-Str. 6,8.22174,50.06942,1,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,920.0,15.86,140.0,,1060.0,58.0,58.0,2000,0.0,2.0,True,True,True,True,0.0,True,1.0,1,,2,True,1900,1900,True,True,True,,,3.0,,,7.0,True,60.0,,,,True,,,1,1,2.41
57,3539805939,2022-11-10,2022-11-13,0.4,0.4,Walkmühlstr. 61a,8.22193,50.08966,1,Riederbergstraße,30.0,65195,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,320.0,15.24,120.0,,440.0,21.0,21.0,1999,3.0,1.0,,,,,0.0,True,,1,,1,True,1735,1735,True,True,True,,,4.0,0.0,,,,,,,,,,,1,0,5.71
58,3539782157,2022-11-10,2022-11-15,0.8,0.8,,8.23884,50.08519,300,Mitte,30.0,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1550.0,15.14,240.0,,1790.0,102.4,102.4,2016,1.0,3.0,True,True,,True,0.0,True,1.0,2,False,2,True,544,694,False,True,True,,,3.0,4.0,,9.0,True,120.0,,,,,,,1,1,2.34
59,3539659626,2022-11-09,2022-12-06,3.8,3.8,Bülowstr. 11,8.22566,50.08366,1,Westend,30.0,65195,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,600.0,10.0,200.0,,800.0,60.0,60.0,1995,0.0,3.0,,,,,0.0,,,1,,2,True,1197,1197,True,True,True,,,3.0,0.0,,6.0,,,2022.0,True,,,,,0,0,3.33
60,3539352389,2022-11-07,2022-12-04,3.9,3.9,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1995.0,22.04,350.0,,2345.0,90.52,90.52,2022,2.0,3.0,,,,True,,True,1.0,2,False,2,True,1247,1597,True,,True,True,True,4.0,,,,,,,,,,,,1,1,3.87
61,3538951095,2022-11-05,2023-01-13,9.9,9.9,Fritz-Kalle-Str. 20,8.24293,50.06495,1,Biebricher Allee,30.0,65187,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,610.0,12.71,98.0,,708.0,48.0,48.0,1993,2.0,1.5,True,,,,,True,1.0,1,,2,,1749,1749,True,,True,,,4.0,,,,,,2020.0,True,,,,,1,0,2.04
62,3538932655,2022-11-04,2022-11-15,1.6,1.6,Simone-Veil-Str. 2,8.22301,50.07034,1,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,600.0,16.67,100.0,,700.0,36.0,36.0,1999,3.0,1.5,True,,,True,0.0,True,1.0,1,,1,True,1764,1764,,,True,,,,,,,,,,,,,,,1,1,2.78
63,3538769090,2022-11-03,,,21.2,,8.25919,50.0704,850,Südost,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1790.0,14.32,380.0,,2270.0,125.0,125.0,1995,3.0,3.0,True,,,,0.0,True,1.0,3,False,2,True,1693,2118,True,True,True,,,4.0,0.0,,6.0,,100.0,2022.0,True,,,,,1,0,3.04
64,3538627233,2022-11-02,,,21.3,,8.22642,50.07558,200,Rheingauviertel,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1590.0,14.58,330.0,,2010.0,109.04,109.04,2022,,3.0,True,True,,True,0.0,,1.0,1,False,2,True,1233,1333,True,True,True,True,True,,4.0,,8.0,,,,,,,,,0,1,3.03
65,3538626723,2022-11-02,2023-02-05,13.5,13.5,,8.22642,50.07558,200,Rheingauviertel,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1685.0,14.99,340.0,,2025.0,112.38,112.38,2022,1.0,4.0,True,,,True,0.0,,1.0,1,False,2,True,1233,1333,True,True,True,True,True,,4.0,,8.0,,90.0,,,,,,,0,1,3.03
66,3538452781,2022-11-01,2023-01-10,10.0,10.0,,8.22642,50.07558,200,Rheingauviertel,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1730.0,14.64,350.0,,2170.0,118.19,118.19,2022,1.0,4.0,True,,,True,0.0,,1.0,1,False,2,True,1233,1333,,,True,True,True,,4.0,,8.0,,,,,,,,,0,1,2.96
67,3538452687,2022-11-01,2023-01-10,10.0,10.0,,8.22642,50.07558,200,Rheingauviertel,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1230.0,13.96,265.0,,1585.0,88.12,88.12,2022,,3.0,True,True,,True,0.0,,1.0,1,False,2,True,1233,1333,,True,True,True,True,,4.0,,8.0,,,,,,,,,0,1,3.01
68,3538336438,2022-10-31,2022-11-11,1.5,1.5,Karlsbader Platz 14,8.22331,50.07336,1,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,786.81,10.4,223.0,98.35,1183.16,75.65,75.65,2018,0.0,2.0,True,True,False,True,0.0,True,1.0,1,False,1,True,1548,1548,,True,,,,,,,,,,,,,,,,1,1,4.25
69,3538226619,2022-10-31,2023-02-02,13.4,13.4,,8.23829,50.07611,400,,,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1180.0,9.83,170.0,300.0,1650.0,120.0,120.0,2018,0.5,4.0,True,,,,0.0,True,,2,False,1,,563,763,False,True,,,,,0.0,,,,,,,,,,,1,0,3.92
70,3538153121,2022-10-30,2022-11-05,0.8,0.8,Am Melonenberg 12,8.24203,50.06764,10,Biebricher Allee,30.0,65187,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1650.0,13.41,495.0,,2145.0,123.0,123.0,2011,0.0,4.0,True,True,,True,,True,1.0,1,False,2,,1448,1453,True,,True,,,,0.0,True,,True,75.0,2022.0,True,,True,,,1,1,4.02
71,3537657029,2022-10-27,2022-11-12,2.3,2.3,Gerichtsstr. 2b,8.23787,50.07498,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1362.0,12.85,212.0,212.0,1786.0,106.03,106.03,2022,2.0,3.0,,,,True,0.0,,1.0,1,False,2,True,689,689,False,,,True,True,4.0,0.0,,,,,,,,True,,,0,1,4.0
72,3537592216,2022-10-27,2022-11-22,3.8,3.8,,8.22201,50.08939,500,Nordost,30.0,65195,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,850.0,15.29,200.0,,1150.0,55.58,55.58,2021,,2.0,True,,,True,,True,1.0,2,False,2,True,1713,1963,False,,True,True,,,0.0,,,True,100.0,,,,True,,,1,1,3.6
73,3537189667,2022-10-24,2022-11-20,3.9,3.9,Fritz-Reuter-Str. 1,8.24895,50.07307,1,Lessingstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,710.0,11.27,230.0,120.0,990.0,63.0,63.0,1999,1.0,2.0,True,,,True,0.0,,1.0,2,,1,True,990,990,True,,True,,,,0.0,,,,50.0,,,,,,,0,1,5.56
74,3537181913,2022-10-24,2023-01-06,10.6,10.6,,8.25919,50.0704,850,Südost,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,2700.0,22.19,250.0,,2950.0,121.66,121.66,2022,,3.0,True,,,True,,True,1.0,2,False,2,True,1693,2118,False,,True,True,True,,,,,,200.0,,,,True,,,1,1,2.05
75,3537052043,2022-10-23,2022-11-02,1.4,1.4,Werderstr. 3,8.22784,50.07854,1,Westend,30.0,65195,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,790.0,9.52,250.0,,1040.0,83.0,83.0,1998,4.0,3.0,True,,,True,0.0,True,1.0,1,,1,,1021,1021,True,,True,,,5.0,,,,,100.0,,,,,,,1,1,3.01
76,3536925698,2022-10-22,2023-01-06,10.8,10.8,Freseniusstr. 13,8.23962,50.09343,1,Dambachtal,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1080.0,14.1,260.0,,1340.0,76.6,76.6,1990,1.0,3.0,True,,,True,0.0,True,3.0,3,,2,,1428,1428,True,,True,,,3.0,0.0,,,,,2016.0,True,,,,,1,1,3.39
77,3536918172,2022-10-22,2022-12-06,6.4,6.4,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1650.0,14.89,350.0,,2000.0,110.82,110.82,1999,0.5,3.0,True,True,,True,,True,1.0,2,,2,True,1247,1597,,,True,,,3.0,0.0,,,True,,,True,,,,,1,1,3.16
78,3536750679,2022-10-21,2022-10-31,1.4,1.4,,8.25619,50.08368,350,Nordost,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,2200.0,15.07,400.0,,2600.0,146.0,146.0,2013,2.0,4.0,True,,,True,0.0,True,1.0,3,False,1,True,1089,1264,False,True,True,,,,0.0,,,,,,,,,,,1,1,2.74
79,3536580678,2022-10-20,2022-10-20,0.1,0.1,Albrechtstr. 20,8.23931,50.07431,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,650.0,8.55,,,,76.0,76.0,2007,,3.0,True,,,,,True,,1,False,1,,728,728,,,True,,,,,,,,,,,,,,,1,0,0.0
80,3536547248,2022-10-20,2022-10-25,0.8,0.8,Dantestr. 37,8.2533,50.0728,1,Lessingstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1200.0,13.19,300.0,,1500.0,91.0,91.0,2017,2.0,3.0,True,,,True,,True,1.0,1,False,1,,1205,1205,True,,True,,,5.0,,,,,60.0,,,,True,,,1,1,3.3
81,3536523555,2022-10-20,2022-11-05,2.3,2.3,Kapellenstr. 15,8.24165,50.08907,1,Dambachtal,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1150.0,12.11,400.0,,1550.0,95.0,95.0,2000,3.0,4.0,True,,,True,,True,1.0,2,,1,,936,936,True,,True,,,4.0,,,,,100.0,,,True,,,,1,1,4.21
82,3536469685,2022-10-19,2022-12-30,10.2,10.2,Rheinstr. 7,8.24671,50.07894,1,Lessingstraße,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,2150.0,18.53,550.0,,2700.0,116.0,116.0,2019,3.0,4.0,True,True,,True,,True,1.0,1,False,2,True,405,405,True,True,True,True,,5.0,0.0,,7.64,True,150.0,,,,True,,,1,1,4.74
83,3536059409,2022-10-16,2022-11-16,4.4,4.4,Humboldtstr. 12a,8.25162,50.07821,23,Beethovenstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1400.0,16.09,270.0,,1670.0,87.0,87.0,2022,-0.5,3.0,True,,,,,True,1.0,2,False,2,,759,770,True,,True,True,True,3.0,,,,,,,,,,,,1,0,3.1
84,3535956051,2022-10-16,2022-11-01,2.3,2.3,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1260.0,12.99,220.0,,1480.0,97.0,97.0,2005,,3.5,True,True,,True,,True,,2,False,1,,1247,1597,True,True,True,,,,0.0,,,,,,,,,,,1,1,2.27
85,3535726916,2022-10-14,2022-10-17,0.4,0.4,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1695.0,15.15,400.0,,2195.0,111.87,111.87,2022,0.0,4.0,True,True,True,,,True,1.0,2,False,2,True,1247,1597,True,,,True,True,,,,,True,100.0,,,,,,,1,0,3.58
86,3535659326,2022-10-14,2023-02-18,18.2,18.2,,8.24777,50.09505,950,,,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1620.0,16.53,350.0,,1970.0,98.0,98.0,2022,3.0,3.0,,,,True,0.0,True,1.0,3,False,2,True,1658,2133,True,,True,True,True,,0.0,,,,,,,,,,,1,1,3.57
87,3535249203,2022-10-11,2022-10-12,0.1,0.1,,8.22201,50.08939,500,Nordost,30.0,65195,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,850.0,11.49,250.0,,1100.0,74.0,74.0,2015,2.0,2.0,True,,,True,0.0,True,1.0,2,False,2,True,1713,1963,,True,,,,,0.0,,6.0,True,100.0,,,,,,,1,1,3.38
88,3535242276,2022-10-11,2022-10-17,0.8,0.8,Mainzer Str. 3,8.24746,50.07889,3,Lessingstraße,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1060.0,17.54,125.0,125.0,1310.0,60.42,60.42,2019,1.0,2.0,True,,,True,,True,1.0,2,False,2,True,456,457,False,,True,True,,5.0,0.0,,5.71,True,150.0,,,,True,,,1,1,4.14
89,3535137057,2022-10-10,2022-10-26,2.3,2.3,,8.2586,50.07219,900,,,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,890.0,14.59,200.0,,1090.0,61.0,61.0,2018,3.0,2.0,True,,,True,0.0,True,1.0,1,False,1,,1532,1982,True,,True,,,,,,,,70.0,,,,True,,,1,1,3.28
90,3534949531,2022-10-10,2023-02-23,19.4,19.4,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,4900.0,19.44,650.0,,5550.0,252.0,252.0,2015,2.0,4.0,True,,,True,,True,1.0,1,False,2,True,1247,1597,True,True,True,,,3.0,0.0,True,,,125.0,2022.0,,,,,,1,1,2.58
91,3535842295,2022-10-08,2022-11-07,4.2,4.2,,8.2586,50.07219,900,,,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1100.0,12.22,320.0,,1420.0,90.0,90.0,2000,0.5,3.0,True,True,False,True,,True,,2,,2,,1532,1982,,True,True,,,,,,,,50.0,,True,,True,,,1,1,3.56
92,3534444953,2022-10-04,2022-10-06,0.2,0.2,Rosenstr. 10,8.2492,50.08218,1,Kurpark,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1315.0,17.58,350.0,,1665.0,74.8,74.8,2016,0.0,2.0,True,True,,True,,True,1.0,1,False,2,True,561,561,False,,True,,,6.0,0.0,,8.0,True,150.0,,,,,,,1,1,4.68
93,3534107807,2022-10-02,2022-12-02,8.7,8.7,Steubenstr. 11,8.25078,50.08232,1,Kurpark,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1600.0,16.84,300.0,,1900.0,95.0,95.0,2021,2.0,3.0,True,,,True,,True,3.0,1,False,2,True,674,674,True,True,True,True,True,5.0,0.0,,10.0,,120.0,,,,,,,1,1,3.16
94,3534055269,2022-10-02,2022-10-14,1.7,1.7,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1380.0,15.05,200.0,,1580.0,91.71,91.71,2022,0.0,3.0,True,True,False,True,,,1.0,1,False,2,,1247,1597,False,True,True,True,True,4.0,0.0,,,,120.0,,,,,,,0,1,2.18
95,3534040736,2022-10-01,2022-10-14,1.8,1.8,Stanleystr.,8.264,50.07582,80,Schau ins Land,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,950.0,12.34,320.0,,1320.0,77.0,77.0,2004,3.0,3.0,True,,,,0.0,True,1.0,2,False,1,True,1683,1723,True,True,True,,,4.0,0.0,,,,50.0,,,,,,,1,0,4.16
96,3533880034,2022-09-30,2022-11-12,6.1,6.1,Dotzheimer Str. 38,8.23138,50.07818,1,Rheinstraße,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1795.0,14.92,350.0,,2145.0,120.32,120.32,2011,6.0,3.0,True,,,True,,,1.0,2,False,2,,790,790,True,,,,,7.0,,,,True,150.0,,,,,,,0,1,2.91
97,3533788097,2022-09-30,2022-10-09,1.4,1.4,Fichtestr. 13,8.25955,50.08402,1,Irenenstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1950.0,11.61,300.0,,2300.0,168.0,168.0,2005,0.0,4.0,True,True,True,True,0.0,True,2.0,3,False,1,True,1330,1330,True,True,True,,,3.0,0.0,True,12.0,,,,,,,,,1,1,1.79
98,3533787733,2022-09-30,2022-10-05,0.8,0.8,Fichtestr. 13,8.25955,50.08402,1,Irenenstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1560.0,11.56,300.0,,1860.0,135.0,135.0,2005,2.0,4.0,True,True,,True,0.0,True,1.0,3,False,1,True,1330,1330,True,True,True,,,3.0,0.0,True,12.0,,60.0,,,,,,,1,1,2.22
99,3533429763,2022-09-27,2022-10-27,4.2,4.2,Viktoriastr. 6,8.25015,50.0751,10,Lessingstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1790.0,14.32,380.0,,2170.0,125.0,125.0,1995,3.0,3.0,True,,,,0.0,True,2.0,1,,2,True,864,869,True,,True,,,4.0,,,6.0,,100.0,2022.0,True,,,True,,1,0,3.04
100,3533253563,2022-09-26,2022-10-16,2.7,2.7,Konrad-Adenauer-Ring 7,8.22393,50.07426,1000,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,1063.03,13.13,255.0,110.0,1503.03,80.96,80.96,2018,1.0,2.0,True,True,False,True,0.0,True,1.0,1,False,2,True,1459,1959,False,,True,,,,,,,True,75.0,,,,,,,1,1,4.51
101,3532520689,2022-09-21,2023-01-10,15.8,15.8,,8.22642,50.07558,200,Rheingauviertel,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,890.0,13.48,200.0,,1180.0,66.04,66.04,2022,0.0,2.0,True,True,,True,0.0,True,1.0,1,False,2,True,1233,1333,False,,True,True,True,,4.0,,8.0,,90.0,,,,,,,1,1,3.03
102,3532478554,2022-09-21,,,27.4,,8.24237,50.09187,700,Nordost,30.0,65193,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,2095.0,20.74,350.0,,2645.0,101.0,101.0,2022,3.0,3.0,,,,True,,True,2.0,1,False,2,True,1247,1597,True,True,True,True,True,4.0,0.0,,,,100.0,,,,,,,1,1,3.47
103,3532421920,2022-09-21,2022-09-30,1.3,1.3,Walramstr. 37,8.23156,50.08365,1,Bleichstraße,30.0,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,400.0,13.33,190.0,,590.0,30.0,30.0,1995,2.0,1.0,,,,,0.0,,,0,,2,,800,800,False,,,,,3.0,0.0,True,,,,2022.0,True,,,,,0,0,6.33
104,3532341812,2022-09-20,2022-10-20,4.2,4.2,,8.25919,50.0704,850,Südost,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,740.0,11.56,200.0,,1020.0,64.0,64.0,2013,0.0,2.0,True,True,False,True,0.0,True,1.0,1,False,2,True,1693,2118,True,,True,,,,,,,True,,,,,,,,1,1,3.12
105,3532551501,2022-09-20,2022-10-29,5.6,5.6,,8.23745,50.08464,400,,,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,780.0,13.22,250.0,,1030.0,59.0,59.0,2002,1.0,2.0,True,,,True,0.0,True,1.0,2,False,1,,538,738,,,True,,,,,,,,90.0,,,,,,,1,1,4.24
106,3531835025,2022-09-16,2022-09-19,0.4,0.4,Hohenstaufenstr. 10b,8.25418,50.06577,1,Hasengartenstraße,30.0,65189,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,1,499.0,11.6,172.0,,671.0,43.0,43.0,1995,2.0,1.0,True,,,True,0.0,True,2.0,2,,2,True,1881,1881,True,,True,,,3.0,,,5.0,,50.0,2014.0,True,,,,,1,1,4.0
107,3531407614,2022-09-14,2022-09-14,0.1,0.1,Moritzstr. 58,8.23897,50.07292,1,Adolfsallee,30.0,65185,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,540.0,9.31,100.0,,640.0,58.0,58.0,2001,3.0,2.0,True,,,,0.0,,,1,False,2,,883,883,True,,,,,4.0,0.0,True,,,,2017.0,True,,,,,0,0,1.72
108,3531175888,2022-09-12,2022-11-24,10.4,10.4,Schiersteiner Str. 37,8.22782,50.07265,1,Rheingauviertel,30.0,65187,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,850.0,11.49,250.0,,1100.0,74.0,74.0,1995,3.0,2.0,True,,,True,0.0,True,1.0,3,,1,True,1336,1336,True,,True,,,4.0,0.0,,8.0,,80.0,,,,,,,1,1,3.38
109,3531163189,2022-09-12,2022-09-28,2.3,2.3,Parkstr. 46,8.25914,50.09089,1,Kurpark,30.0,65191,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,2125.0,14.59,470.0,,2595.0,145.6,145.6,2010,1.0,4.0,True,,,True,0.0,True,1.0,3,False,1,True,1688,1688,True,True,True,,,,0.0,,,,75.0,,,,True,True,,1,1,3.23
110,3531136309,2022-09-12,,,28.6,Bingertstr. 21a,8.26228,50.0906,1,Bingertstraße,30.0,65191,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,4,1785.0,13.03,411.0,,2196.0,137.0,137.0,2004,0.0,4.0,True,True,,True,0.0,True,1.0,1,False,1,True,1840,1840,True,,True,,,2.0,,,,,75.0,,,,True,,,1,1,3.0
111,3531038245,2022-09-11,2022-10-11,4.2,4.2,Charles-De-Gaulle-Str. 11,8.2235,50.07214,1,Camp Lindsey,30.0,65197,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,3,1650.0,12.89,350.0,,2000.0,128.0,128.0,2000,4.0,3.0,True,,,True,0.0,True,2.0,1,,2,True,1612,1612,False,True,True,,,5.0,,True,,,100.0,2020.0,True,,,,,1,1,2.73
112,3530947231,2022-09-11,2022-09-11,0.1,0.1,Bärenstr. 1-3,8.24133,50.08447,1,Zentrum (City),30.0,65183,6414000,Wiesbaden,6414,Wiesbaden,6,1,0,1,0,1,2,680.0,13.72,120.0,,800.0,49.55,49.55,2018,,2.0,True,,,True,,True,,1,False,1,True,425,425,True,,,,,,,,,,,,,,,,,1,1,2.42
